Po Name,Zip,latitude,Pop2001,Area,zip2,State,longitude,Sumblkpop
MYRTLE BEACH,29577,33.6975,24008,22.53983,29577,SC,-78.9055,23326
MYRTLE BEACH,29579,33.7492,10951,36.33092,29579,SC,-78.9362,9139
NESMITH,29580,33.5987,3681,144.67721,29580,SC,-79.5656,3664
NICHOLS,29581,34.1974,4818,165.90038,29581,SC,-79.1163,4783
NORTH MYRTLE BEACH,29582,33.8396,12663,19.45226,29582,SC,-78.6404,12185
PAMPLICO,29583,33.9741,5616,117.18942,29583,SC,-79.5786,5424
PATRICK,29584,34.5851,3042,105.41836,29584,SC,-80.0625,2987
PAWLEYS ISLAND,29585,33.4695,10841,28.07571,29585,SC,-79.1245,10261
MYRTLE BEACH,29588,33.6806,23420,52.26056,29588,SC,-79.0312,23252
SALTERS,29590,33.5652,2076,52.81646,29590,SC,-79.8265,2092
SCRANTON,29591,33.9371,5076,69.87478,29591,SC,-79.765,5091
SELLERS,29592,34.2999,716,11.30492,29592,SC,-79.4801,697
SOCIETY HILL,29593,34.4493,1883,77.4676,29593,SC,-79.8138,1851
WALLACE,29596,34.7449,2404,72.74516,29596,SC,-79.8315,2467
GREENVILLE,29601,34.8481,9805,4.52876,29601,SC,-82.4028,9824
GREENVILLE,29605,34.7776,31578,25.26303,29605,SC,-82.3816,31309
GREENVILLE,29607,34.8109,31636,29.01329,29607,SC,-82.331,30973
GREENVILLE,29609,34.9134,29505,24.71781,29609,SC,-82.3888,29154
GREENVILLE,29611,34.8303,28331,22.50402,29611,SC,-82.4588,28082
GREENVILLE,29613,34.9248,2316,1.08218,29613,SC,-82.4415,2315
GREENVILLE,29615,34.8553,32267,19.91232,29615,SC,-82.2946,31495
GREENVILLE,29617,34.9105,24028,22.85489,29617,SC,-82.4648,23801
ABBEVILLE,29620,34.1801,13447,244.77248,29620,SC,-82.4203,13129
ANDERSON,29621,34.5026,32607,87.52996,29621,SC,-82.6026,32213
ANDERSON,29624,34.4372,15941,27.59199,29624,SC,-82.6263,15792
ANDERSON,29625,34.5594,23962,55.74874,29625,SC,-82.7624,23517
ANDERSON,29626,34.4531,11853,69.75566,29626,SC,-82.7633,11773
BELTON,29627,34.518,18052,122.77884,29627,SC,-82.4777,17675
CALHOUN FALLS,29628,34.1149,3171,72.71134,29628,SC,-82.5981,3161
CENTRAL,29630,34.7406,12209,62.18275,29630,SC,-82.7986,11783
CLEMSON,29631,34.6807,11776,9.3023,29631,SC,-82.8168,11682
CLEMSON,29632,34.6745,6091,1.89511,29632,SC,-82.8355,6091
CLEVELAND,29635,35.075,1447,70.55668,29635,SC,-82.6388,1359
DONALDS,29638,34.3648,3568,64.12398,29638,SC,-82.3311,3313
DUE WEST,29639,34.3048,1725,24.32805,29639,SC,-82.4274,1757
EASLEY,29640,34.889,30121,85.51982,29640,SC,-82.5764,29566
EASLEY,29642,34.777,24391,49.92453,29642,SC,-82.5648,23937
FAIR PLAY,29643,34.5116,2617,32.92586,29643,SC,-82.9974,2497
FOUNTAIN INN,29644,34.6663,14760,73.85802,29644,SC,-82.2034,14836
GRAY COURT,29645,34.5756,14195,141.0023,29645,SC,-82.1513,12908
GREENWOOD,29646,34.1486,28007,99.0725,29646,SC,-82.1385,27908
GREENWOOD,29649,34.243,23736,55.3685,29649,SC,-82.1431,23480
GREER,29650,34.8977,22929,17.48161,29650,SC,-82.2584,22319
GREER,29651,34.944,35600,98.04545,29651,SC,-82.2256,35129
HODGES,29653,34.2998,4176,65.78436,29653,SC,-82.2261,4206
HONEA PATH,29654,34.4662,8837,107.74334,29654,SC,-82.3669,9052
IVA,29655,34.2825,7861,148.36632,29655,SC,-82.6396,7615
LIBERTY,29657,34.7649,14985,66.91804,29657,SC,-82.6869,14538
LONG CREEK,29658,34.7364,298,40.01883,29658,SC,-83.2815,293
LOWNDESVILLE,29659,34.2097,171,0.74795,29659,SC,-82.6478,166
MARIETTA,29661,35.0678,6110,71.11243,29661,SC,-82.5295,6064
MAULDIN,29662,34.778,10727,5.16557,29662,SC,-82.3054,10377
MOUNTAIN REST,29664,34.8783,1492,110.82227,29664,SC,-83.1528,1488
NINETY SIX,29666,34.0949,6362,149.48188,29666,SC,-82.0079,6206
NORRIS,29667,34.7654,250,0.52594,29667,SC,-82.7585,391
PELZER,29669,34.6401,11523,60.51677,29669,SC,-82.4109,11535
PENDLETON,29670,34.6411,7683,51.20665,29670,SC,-82.7214,7765
PICKENS,29671,34.9353,18046,129.9298,29671,SC,-82.7193,17837
SENECA,29672,34.749,9564,54.28019,29672,SC,-82.9445,9443
PIEDMONT,29673,34.7177,22487,76.59497,29673,SC,-82.4642,22165
SALEM,29676,34.9333,4973,86.29797,29676,SC,-82.9604,4878
SENECA,29678,34.632,19837,93.26092,29678,SC,-82.9383,19127
SIMPSONVILLE,29680,34.6882,20901,32.95642,29680,SC,-82.2895,20216
SIMPSONVILLE,29681,34.7683,31212,42.02543,29681,SC,-82.2238,29676
SIX MILE,29682,34.8338,3418,31.45313,29682,SC,-82.8454,3426
STARR,29684,34.3788,4299,48.66225,29684,SC,-82.7204,4209
SUNSET,29685,34.9862,1005,91.30568,29685,SC,-82.8472,986
TAMASSEE,29686,34.8975,986,17.18473,29686,SC,-83.0398,962
TAYLORS,29687,34.9772,36498,44.40638,29687,SC,-82.326,35840
TIGERVILLE,29688,35.1062,103,1.99893,29688,SC,-82.363,101
TOWNVILLE,29689,34.5261,3554,45.49975,29689,SC,-82.8694,3677
TRAVELERS REST,29690,35.0666,17812,114.64347,29690,SC,-82.4163,17459
WALHALLA,29691,34.7862,12193,65.88629,29691,SC,-83.0748,11486
WARE SHOALS,29692,34.3899,2811,10.18889,29692,SC,-82.2517,2971
WESTMINSTER,29693,34.6521,13315,160.2321,29693,SC,-83.1385,13166
WEST UNION,29696,34.7792,2704,20.79838,29696,SC,-83.005,3202
WILLIAMSTON,29697,34.6271,10869,39.02183,29697,SC,-82.5465,10282
BLACKSBURG,29702,35.118,9734,90.98864,29702,SC,-81.4832,9375
CATAWBA,29704,34.8274,3094,22.62042,29704,SC,-80.9164,2787
CHESTER,29706,34.7181,21138,274.82864,29706,SC,-81.23,20998
FORT MILL,29708,35.0468,11166,20.54247,29708,SC,-80.9849,10659
CHESTERFIELD,29709,34.7243,6718,107.95791,29709,SC,-80.1014,6563
CLOVER,29710,35.104,23266,129.83524,29710,SC,-81.2318,22460
EDGEMOOR,29712,34.7952,2134,26.02335,29712,SC,-80.9804,2025
FORT LAWN,29714,34.7092,2866,35.19082,29714,SC,-80.9169,3002
FORT MILL,29715,34.9961,20634,65.01474,29715,SC,-80.8946,19954
HICKORY GROVE,29717,34.9626,1156,30.53519,29717,SC,-81.4407,1182
JEFFERSON,29718,34.6425,3960,108.19156,29718,SC,-80.3467,3899
LANCASTER,29720,34.744,44541,290.53316,29720,SC,-80.7372,44049
MC CONNELLS,29726,34.8556,1628,37.04484,29726,SC,-81.2317,1571
MOUNT CROGHAN,29727,34.7478,2133,66.51375,29727,SC,-80.2491,2063
PAGELAND,29728,34.7699,8944,85.48466,29728,SC,-80.4216,8776
RICHBURG,29729,34.6737,2528,72.74112,29729,SC,-81.0031,2547
ROCK HILL,29730,34.8863,45342,123.54633,29730,SC,-81.022,46176
ROCK HILL,29732,34.9701,41195,55.34796,29732,SC,-81.0803,39570
RUBY,29741,34.7386,384,6.52595,29741,SC,-80.1944,385
SHARON,29742,34.8727,2015,85.28292,29742,SC,-81.3905,2063
SMYRNA,29743,35.0277,1035,35.16267,29743,SC,-81.4058,1175
YORK,29745,34.9858,23475,138.5826,29745,SC,-81.2152,22706
AIKEN,29801,33.5867,27211,106.53285,29801,SC,-81.6994,26893
AIKEN,29803,33.4546,30886,128.96312,29803,SC,-81.7022,30207
AIKEN,29805,33.6556,4847,104.1383,29805,SC,-81.6222,4763
AIKEN,29808,33.2541,78,285.72373,29808,SC,-81.6172,87
NEW ELLENTON,29809,33.4181,2358,4.80488,29809,SC,-81.6872,2352
ALLENDALE,29810,33.0062,5387,152.62465,29810,SC,-81.4022,5459
BARNWELL,29812,33.2071,12590,181.08536,29812,SC,-81.3501,12475
BLACKVILLE,29817,33.3665,5181,90.04643,29817,SC,-81.2863,5171
BRADLEY,29819,34.0447,1783,78.1897,29819,SC,-82.2151,1822
CLARKS HILL,29821,33.6246,599,41.2476,29821,SC,-82.112,897
EDGEFIELD,29824,33.8128,9170,298.22874,29824,SC,-82.0158,8778
FAIRFAX,29827,32.8826,4055,130.43605,29827,SC,-81.327,4095
GLOVERVILLE,29828,33.5194,780,0.57368,29828,SC,-81.8227,778
GRANITEVILLE,29829,33.5781,6982,32.696,29829,SC,-81.8593,7035
JACKSON,29831,33.3075,3179,80.70821,29831,SC,-81.8236,3134
JOHNSTON,29832,33.7963,5129,70.94222,29832,SC,-81.7986,5091
MC CORMICK,29835,33.9158,5566,143.55286,29835,SC,-82.2509,7021
MARTIN,29836,33.0984,424,51.41629,29836,SC,-81.5253,439
MODOC,29838,33.7231,358,27.46255,29838,SC,-82.2006,355
MOUNT CARMEL,29840,33.984,2235,123.77043,29840,SC,-82.4653,1035
NORTH AUGUSTA,29841,33.5274,29981,30.51873,29841,SC,-81.9382,29798
BEECH ISLAND,29842,33.4423,9164,49.09502,29842,SC,-81.8709,9056
OLAR,29843,33.1736,1382,87.73933,29843,SC,-81.1559,1389
PLUM BRANCH,29845,33.8158,1142,55.10478,29845,SC,-82.2261,1132
TRENTON,29847,33.695,3031,58.81443,29847,SC,-81.8607,3310
TROY,29848,34.013,391,27.22493,29848,SC,-82.3135,384
ULMER,29849,33.0578,1210,77.66964,29849,SC,-81.2132,1218
WARRENVILLE,29851,33.5087,8743,21.39973,29851,SC,-81.8184,8715
WILLISTON,29853,33.4076,6779,119.21746,29853,SC,-81.4201,6678
WINDSOR,29856,33.4753,2828,54.79512,29856,SC,-81.5183,2731
NORTH AUGUSTA,29860,33.6135,12427,66.87998,29860,SC,-81.9774,11447
BEAUFORT,29902,32.4169,28429,64.2146,29902,SC,-80.6603,27825
BEAUFORT,29906,32.4512,22048,47.56589,29906,SC,-80.7483,21701
BLUFFTON,29910,32.2483,19183,180.49071,29910,SC,-80.8845,17724
BRUNSON,29911,32.9516,1116,43.87684,29911,SC,-81.1549,1131
EARLY BRANCH,29916,32.7209,1670,73.6581,29916,SC,-80.9641,1651
ESTILL,29918,32.7102,8544,276.58913,29918,SC,-81.2419,8511
SAINT HELENA ISLAND,29920,32.3738,9823,110.49299,29920,SC,-80.554,9472
GARNETT,29922,32.6,62,0.65873,29922,SC,-81.2391,61
HAMPTON,29924,32.9071,5883,68.73158,29924,SC,-81.0849,5902
HILTON HEAD ISLAND,29926,32.2293,19732,32.88874,29926,SC,-80.7493,18763
HARDEEVILLE,29927,32.2489,6689,214.17995,29927,SC,-81.0518,6555
HILTON HEAD ISLAND,29928,32.1624,17533,20.59737,29928,SC,-80.7545,17162
ISLANDTON,29929,32.9502,97,43.91986,29929,SC,-80.9163,1009
LURAY,29932,32.8648,780,25.84963,29932,SC,-81.2275,757
PINELAND,29934,32.6024,1251,92.2551,29934,SC,-81.1472,1256
PORT ROYAL,29935,32.383,3067,1.83826,29935,SC,-80.6914,2916
RIDGELAND,29936,32.4962,9688,240.93617,29936,SC,-80.9408,9942
SEABROOK,29940,32.5588,4330,62.97733,29940,SC,-80.7279,3911
SHELDON,29941,32.5715,0,11.92275,29941,SC,-80.8211,183
TILLMAN,29943,32.4854,2475,90.52073,29943,SC,-81.1206,2026
VARNVILLE,29944,32.8271,2820,74.39722,29944,SC,-80.9905,2801
YEMASSEE,29945,32.6565,2684,137.96702,29945,SC,-80.7619,3879
AVONDALE ESTATES,30002,33.7723,7588,1.92223,30002,GA,-84.2613,7474
ALPHARETTA,30004,34.1331,43783,67.12657,30004,GA,-84.2995,41228
ALPHARETTA,30005,34.0857,28455,15.98295,30005,GA,-84.2191,26667
MARIETTA,30008,33.8969,34237,9.7018,30008,GA,-84.5881,33188
AUBURN,30011,34.0215,12889,26.65122,30011,GA,-83.8321,12115
CONYERS,30012,33.7179,23970,44.64344,30012,GA,-83.9985,23681
CONYERS,30013,33.6418,19299,28.47945,30013,GA,-83.9716,18784
COVINGTON,30014,33.5805,28149,121.99421,30014,GA,-83.8213,26642
COVINGTON,30016,33.5162,27968,92.43043,30016,GA,-83.9286,25812
GRAYSON,30017,33.8885,10763,12.04664,30017,GA,-83.9634,9577
DACULA,30019,33.9769,20098,52.46715,30019,GA,-83.8802,18690
CLARKSTON,30021,33.8067,22929,3.65059,30021,GA,-84.2394,22433
ALPHARETTA,30022,34.0282,55811,24.10437,30022,GA,-84.2447,54970
SUWANEE,30024,34.064,40341,43.25429,30024,GA,-84.0929,37988
SOCIAL CIRCLE,30025,33.6544,7640,73.59013,30025,GA,-83.6942,7103
DECATUR,30030,33.7723,24866,6.84751,30030,GA,-84.291,24744
DECATUR,30032,33.7398,58389,13.87121,30032,GA,-84.2642,58042
DECATUR,30033,33.8135,28161,8.76297,30033,GA,-84.2842,27884
DECATUR,30034,33.692,46238,17.21911,30034,GA,-84.2485,45002
DECATUR,30035,33.725,19409,8.39416,30035,GA,-84.2051,19003
LITHONIA,30038,33.6705,24683,29.28169,30038,GA,-84.1425,23697
SNELLVILLE,30039,33.7989,30779,25.80333,30039,GA,-84.0332,29237
CUMMING,30040,34.2507,47163,110.28009,30040,GA,-84.1797,42523
CUMMING,30041,34.202,33429,66.40952,30041,GA,-84.0932,30227
LAWRENCEVILLE,30043,34.0026,68086,32.49407,30043,GA,-84.0074,63456
LAWRENCEVILLE,30044,33.9218,70014,24.82163,30044,GA,-84.0704,65679
LAWRENCEVILLE,30045,33.9383,41610,37.33336,30045,GA,-83.9605,39367
LILBURN,30047,33.8706,56304,27.50641,30047,GA,-84.1127,54071
LOGANVILLE,30052,33.8158,34838,88.95353,30052,GA,-83.893,32625
OXFORD,30054,33.6754,9515,39.55224,30054,GA,-83.8777,9066
MANSFIELD,30055,33.5085,2435,40.27733,30055,GA,-83.7396,2293
NEWBORN,30056,33.4851,2371,50.08058,30056,GA,-83.653,2228
LITHONIA,30058,33.7379,44809,31.17807,30058,GA,-84.1075,42836
MARIETTA,30060,33.9226,37531,13.03043,30060,GA,-84.5493,36210
MARIETTA,30062,33.9995,63602,25.58584,30062,GA,-84.4683,61524
MARIETTA,30064,33.9396,43637,30.16977,30064,GA,-84.6181,41197
MARIETTA,30066,34.0334,52800,27.86928,30066,GA,-84.5085,51680
MARIETTA,30067,33.9323,48845,15.31323,30067,GA,-84.462,47134
MARIETTA,30068,33.969,32599,14.75181,30068,GA,-84.4328,31812
MARIETTA,30069,33.9137,5,3.59044,30069,GA,-84.5175,27
NORCROSS,30071,33.9396,22771,12.01694,30071,GA,-84.2062,21874
ROSWELL,30075,34.0526,47944,30.47025,30075,GA,-84.3872,46331
ROSWELL,30076,34.0275,42689,17.2449,30076,GA,-84.3163,39815
SNELLVILLE,30078,33.8608,31417,17.48627,30078,GA,-84.0166,30079
SCOTTDALE,30079,33.7924,3134,1.05037,30079,GA,-84.2599,3086
SMYRNA,30080,33.8703,45563,14.133,30080,GA,-84.4992,44291
SMYRNA,30082,33.854,24311,11.15645,30082,GA,-84.5357,22910
STONE MOUNTAIN,30083,33.7946,57842,17.18936,30083,GA,-84.1978,56760
TUCKER,30084,33.8548,30659,14.76349,30084,GA,-84.2167,30236
STONE MOUNTAIN,30087,33.811,35407,25.36312,30087,GA,-84.1322,34230
STONE MOUNTAIN,30088,33.7587,29134,7.79947,30088,GA,-84.179,28628
NORCROSS,30092,33.9729,32479,11.47717,30092,GA,-84.2345,31511
NORCROSS,30093,33.9095,55358,12.21966,30093,GA,-84.1774,52496
CONYERS,30094,33.6115,26969,41.27543,30094,GA,-84.0561,26562
DULUTH,30096,33.9773,58593,23.19577,30096,GA,-84.1496,54409
DULUTH,30097,34.0274,27741,22.69572,30097,GA,-84.1439,24679
ACWORTH,30101,34.0422,41135,45.85017,30101,GA,-84.7153,38380
ACWORTH,30102,34.1049,34021,32.43515,30102,GA,-84.6417,32417
ADAIRSVILLE,30103,34.3675,11121,102.37671,30103,GA,-84.9224,10418
ARAGON,30104,34.088,4174,34.2739,30104,GA,-85.0642,4087
ARMUCHEE,30105,34.4763,2453,58.90121,30105,GA,-85.1507,2589
AUSTELL,30106,33.8349,16142,13.09281,30106,GA,-84.6287,15958
BALL GROUND,30107,34.3363,8693,111.33442,30107,GA,-84.3513,8313
BOWDON,30108,33.5357,7899,93.31548,30108,GA,-85.2588,7821
BREMEN,30110,33.7347,10697,59.37559,30110,GA,-85.1352,10421
BUCHANAN,30113,33.8466,6143,102.11131,30113,GA,-85.1796,6003
CANTON,30114,34.2442,23253,112.50125,30114,GA,-84.5265,22099
CANTON,30115,34.2055,21397,63.42287,30115,GA,-84.3991,19755
CARROLLTON,30116,33.5541,19418,106.16518,30116,GA,-85.0159,18613
CARROLLTON,30117,33.5833,31230,106.89166,30117,GA,-85.1316,30105
CARROLLTON,30118,33.5723,2178,0.37369,30118,GA,-85.1036,2135
CARTERSVILLE,30120,34.1696,30679,98.91187,30120,GA,-84.8587,29331
CARTERSVILLE,30121,34.209,16292,63.18299,30121,GA,-84.7761,15791
LITHIA SPRINGS,30122,33.7597,18802,27.53981,30122,GA,-84.6384,18225
CAVE SPRING,30124,34.1248,2711,61.35523,30124,GA,-85.3551,2695
CEDARTOWN,30125,33.9995,23340,182.33431,30125,GA,-85.2693,22971
MABLETON,30126,33.8157,27020,20.20584,30126,GA,-84.5518,25901
POWDER SPRINGS,30127,33.8763,51504,51.21767,30127,GA,-84.6956,48114
DALLAS,30132,33.9914,18356,110.43032,30132,GA,-84.8623,17001
DOUGLASVILLE,30134,33.7746,32494,49.29096,30134,GA,-84.7803,30670
DOUGLASVILLE,30135,33.6692,44302,83.93576,30135,GA,-84.7508,43409
EMERSON,30137,34.1157,1393,2.45574,30137,GA,-84.7647,1444
FAIRMOUNT,30139,34.4331,3766,70.85107,30139,GA,-84.7127,3570
HIRAM,30141,33.8617,13481,29.06499,30141,GA,-84.7724,12452
JASPER,30143,34.4556,16831,123.52428,30143,GA,-84.4457,15698
KENNESAW,30144,34.0375,42405,22.75554,30144,GA,-84.593,38500
KINGSTON,30145,34.2413,5996,66.77783,30145,GA,-84.9796,5733
LINDALE,30147,34.1412,5109,25.17854,30147,GA,-85.2204,4884
MARBLE HILL,30148,34.4619,1179,19.21607,30148,GA,-84.2628,1050
MOUNT BERRY,30149,34.2906,1207,1.44375,30149,GA,-85.1893,1230
KENNESAW,30152,33.9936,26907,21.40382,30152,GA,-84.644,25092
ROCKMART,30153,33.9845,13892,114.30018,30153,GA,-85.0472,13717
DALLAS,30157,33.8874,32458,88.80588,30157,GA,-84.8727,30041
ROME,30161,34.2387,34800,148.24781,30161,GA,-85.1645,34589
ROME,30165,34.3039,36786,177.03341,30165,GA,-85.2671,35965
AUSTELL,30168,33.784,20763,12.31922,30168,GA,-84.5879,19911
ROOPVILLE,30170,33.4243,2993,51.92476,30170,GA,-85.1766,2912
RYDAL,30171,34.3592,1918,40.24139,30171,GA,-84.7367,2120
SILVER CREEK,30173,34.1329,5969,33.94665,30173,GA,-85.1416,5876
TALKING ROCK,30175,34.545,5421,99.30693,30175,GA,-84.5326,4909
TALLAPOOSA,30176,33.7903,7066,101.26444,30176,GA,-85.3065,6892
TATE,30177,34.4602,1008,7.19028,30177,GA,-84.3166,884
TAYLORSVILLE,30178,34.1134,3071,40.46575,30178,GA,-84.9721,2832
TEMPLE,30179,33.7852,10187,77.26007,30179,GA,-85.0218,9657
VILLA RICA,30180,33.7228,18970,78.5366,30180,GA,-84.9204,18130
WACO,30182,33.6622,2631,34.77552,30182,GA,-85.246,2551
WALESKA,30183,34.3374,4109,64.98637,30183,GA,-84.5964,3812
WHITE,30184,34.2635,6159,79.97439,30184,GA,-84.7177,5629
WHITESBURG,30185,33.5183,3909,64.61798,30185,GA,-84.9129,3844
WINSTON,30187,33.6616,6400,33.22667,30187,GA,-84.8543,6262
WOODSTOCK,30188,34.1185,38427,44.64098,30188,GA,-84.4545,37170
WOODSTOCK,30189,34.1278,36228,21.6036,30189,GA,-84.5715,33661
BARNESVILLE,30204,33.0499,12065,123.08658,30204,GA,-84.1294,11714
BROOKS,30205,33.2661,2649,35.76926,30205,GA,-84.4681,2598
CONCORD,30206,33.0957,2331,48.08376,30206,GA,-84.4645,2219
FAIRBURN,30213,33.5833,16920,72.60425,30213,GA,-84.6212,16797
FAYETTEVILLE,30214,33.4829,21627,43.07378,30214,GA,-84.4874,21040
FAYETTEVILLE,30215,33.3873,28839,75.15581,30215,GA,-84.4573,27509
FLOVILLA,30216,33.2414,2674,49.87045,30216,GA,-83.8879,2540
FRANKLIN,30217,33.2848,10030,268.43443,30217,GA,-85.1196,9611
GAY,30218,33.1426,2294,85.04851,30218,GA,-84.5849,2290
GRANTVILLE,30220,33.229,3258,51.04408,30220,GA,-84.8252,3163
GREENVILLE,30222,33.0392,4911,163.42099,30222,GA,-84.7539,4916
GRIFFIN,30223,33.2875,35714,113.81973,30223,GA,-84.277,35657
GRIFFIN,30224,33.2059,22128,68.97579,30224,GA,-84.2521,22035
HAMPTON,30228,33.403,21830,77.54523,30228,GA,-84.3017,20225
HOGANSVILLE,30230,33.1537,7097,115.06468,30230,GA,-84.9132,7044
JACKSON,30233,33.2968,19052,146.86407,30233,GA,-83.9821,18040
JENKINSBURG,30234,33.3288,1277,10.54948,30234,GA,-84.0209,1215
JONESBORO,30236,33.5166,46129,32.54833,30236,GA,-84.3202,44374
JONESBORO,30238,33.4949,33657,18.03228,30238,GA,-84.3817,32233
LAGRANGE,30240,33.0446,26272,173.59288,30240,GA,-85.1224,26008
LAGRANGE,30241,33.0206,20386,110.86497,30241,GA,-84.9584,20298
LOCUST GROVE,30248,33.352,11738,62.08388,30248,GA,-84.1022,10713
LUTHERSVILLE,30251,33.1991,1639,25.28885,30251,GA,-84.7005,1624
MCDONOUGH,30252,33.4678,20552,90.17112,30252,GA,-84.0601,18765
MCDONOUGH,30253,33.4461,28667,49.23941,30253,GA,-84.1828,26044
MEANSVILLE,30256,33.0135,2367,33.19909,30256,GA,-84.3162,2340
MILNER,30257,33.1454,4176,53.08313,30257,GA,-84.172,3918
MOLENA,30258,32.997,2451,55.32758,30258,GA,-84.4665,2368
MORELAND,30259,33.2652,2576,35.94805,30259,GA,-84.7426,2486
MORROW,30260,33.5839,26164,13.13545,30260,GA,-84.33,23840
NEWNAN,30263,33.3893,43503,199.20819,30263,GA,-84.8582,41965
NEWNAN,30265,33.4161,18955,45.16936,30265,GA,-84.7067,17712
PALMETTO,30268,33.5423,7167,66.9761,30268,GA,-84.7239,7056
PEACHTREE CITY,30269,33.3948,33258,25.51179,30269,GA,-84.5711,31866
REX,30273,33.583,11871,6.90181,30273,GA,-84.2719,11273
RIVERDALE,30274,33.5551,30941,10.15917,30274,GA,-84.4005,29271
SENOIA,30276,33.277,9209,84.97687,30276,GA,-84.584,8810
SHARPSBURG,30277,33.3812,16540,45.39955,30277,GA,-84.6466,15397
STOCKBRIDGE,30281,33.5626,51105,74.53531,30281,GA,-84.1919,47010
THE ROCK,30285,32.9771,497,15.256,30285,GA,-84.2403,491
THOMASTON,30286,32.8821,24157,197.67835,30286,GA,-84.3355,23931
CONLEY,30288,33.6528,6518,5.76936,30288,GA,-84.3271,6331
TYRONE,30290,33.4759,5509,17.86661,30290,GA,-84.5891,5209
UNION CITY,30291,33.5716,11996,9.74665,30291,GA,-84.5404,11637
WILLIAMSON,30292,33.1564,4472,64.19642,30292,GA,-84.3935,4240
WOODBURY,30293,32.985,3587,90.60237,30293,GA,-84.6055,3596
ELLENWOOD,30294,33.639,25909,31.13452,30294,GA,-84.2604,25980
ZEBULON,30295,33.094,3420,41.20702,30295,GA,-84.3083,3264
RIVERDALE,30296,33.5578,24676,13.43603,30296,GA,-84.4429,22270
FOREST PARK,30297,33.6147,33234,13.79399,30297,GA,-84.3661,32059
ATLANTA,30303,33.7533,2917,0.97446,30303,GA,-84.3894,2989
ATLANTA,30305,33.835,20879,6.47577,30305,GA,-84.3889,20669
ATLANTA,30306,33.7894,21051,4.43623,30306,GA,-84.3507,21094
ATLANTA,30307,33.7711,17640,4.71497,30307,GA,-84.3339,17389
ATLANTA,30308,33.771,11669,1.61091,30308,GA,-84.378,11386
ATLANTA,30309,33.7971,19114,3.78591,30309,GA,-84.3875,18804
ATLANTA,30310,33.7273,34476,8.16321,30310,GA,-84.4256,34485
ATLANTA,30311,33.7234,33978,12.54845,30311,GA,-84.4745,33964
ATLANTA,30312,33.7446,22006,3.49882,30312,GA,-84.3762,21692
ATLANTA,30313,33.763,8191,1.07559,30313,GA,-84.3975,9385
ATLANTA,30314,33.7575,26726,4.52724,30314,GA,-84.4309,26413
ATLANTA,30315,33.7007,39761,11.76611,30315,GA,-84.3803,40066
ATLANTA,30316,33.7129,32365,13.06288,30316,GA,-84.3331,32512
ATLANTA,30317,33.7494,13697,3.41673,30317,GA,-84.3149,13666
ATLANTA,30318,33.7921,55535,20.86829,30318,GA,-84.4479,54459
ATLANTA,30319,33.8788,39510,10.5418,30319,GA,-84.3359,38930
ATLANTA,30322,33.7963,1710,0.47032,30322,GA,-84.3252,1724
ATLANTA,30324,33.8198,21600,5.18162,30324,GA,-84.3573,20430
ATLANTA,30326,33.8495,2228,0.75308,30326,GA,-84.3625,2133
ATLANTA,30327,33.868,21742,18.34855,30327,GA,-84.4238,21493
ATLANTA,30328,33.9325,27953,13.18518,30328,GA,-84.3858,27573
ATLANTA,30329,33.826,23133,5.07151,30329,GA,-84.3232,22436
ATLANTA,30330,33.706,282,0.52716,30330,GA,-84.4365,294
ATLANTA,30331,33.7059,44624,39.85068,30331,GA,-84.5457,43610
ATLANTA,30334,33.7491,7,0.00851,30334,GA,-84.3882,7
ATLANTA,30336,33.7436,272,8.68767,30336,GA,-84.5622,823
ATLANTA,30337,33.6404,16858,12.55875,30337,GA,-84.4498,16711
ATLANTA,30338,33.9437,30255,10.07305,30338,GA,-84.3179,29813
ATLANTA,30339,33.8748,16215,6.58307,30339,GA,-84.4629,15539
ATLANTA,30340,33.8983,27926,8.5816,30340,GA,-84.2505,27102
ATLANTA,30341,33.8875,33414,10.49949,30341,GA,-84.2899,32529
ATLANTA,30342,33.8824,26902,9.03721,30342,GA,-84.3743,25903
ATLANTA,30344,33.6734,38919,12.84972,30344,GA,-84.4634,38664
ATLANTA,30345,33.8505,22256,7.27388,30345,GA,-84.2835,21828
ATLANTA,30346,33.9238,1593,0.88396,30346,GA,-84.3383,1452
ATLANTA,30349,33.6238,53828,48.17731,30349,GA,-84.5307,54427
ATLANTA,30350,33.9793,32187,13.02334,30350,GA,-84.3334,31120
ATLANTA,30354,33.6602,18390,10.29442,30354,GA,-84.3864,17792
ATLANTA,30360,33.934,16967,5.83218,30360,GA,-84.2721,16508
SWAINSBORO,30401,32.5888,14620,382.70505,30401,GA,-82.3388,14362
AILEY,30410,32.1984,1128,39.60438,30410,GA,-82.4966,1093
ALAMO,30411,32.1244,3677,138.49495,30411,GA,-82.7952,3649
BARTOW,30413,32.908,1646,104.83787,30413,GA,-82.5179,1621
BROOKLET,30415,32.3252,6131,165.69732,30415,GA,-81.5996,5993
CLAXTON,30417,32.1534,9875,131.40914,30417,GA,-81.9026,9630
COBBTOWN,30420,32.2573,1847,66.5566,30420,GA,-82.129,1817
COLLINS,30421,32.1893,1508,38.40926,30421,GA,-82.1093,1487
GARFIELD,30425,32.633,1057,73.24262,30425,GA,-82.024,1060
GIRARD,30426,33.0554,1055,89.3933,30426,GA,-81.6848,1047
GLENNVILLE,30427,31.9439,9960,202.58116,30427,GA,-81.9876,9892
