Po Name,Zip,latitude,Pop2001,Area,zip2,State,longitude,Sumblkpop
BOONE,28607,36.2197,27465,119.12833,28607,NC,-81.652,27254
BOONE,28608,36.2096,152,0.26181,28608,NC,-81.6921,155
CATAWBA,28609,35.6785,5623,46.85169,28609,NC,-81.0539,5482
CLAREMONT,28610,35.7336,8657,37.82392,28610,NC,-81.1382,8613
COLLETTSVILLE,28611,35.9971,1043,70.92626,28611,NC,-81.7223,1049
CONNELLYS SPRINGS,28612,35.6644,13554,83.32334,28612,NC,-81.5346,13246
CONOVER,28613,35.739,21245,44.53996,28613,NC,-81.2088,20700
CRESTON,28615,36.446,2253,73.91331,28615,NC,-81.6554,2172
CRUMPLER,28617,36.4806,2385,40.14063,28617,NC,-81.3758,2331
DEEP GAP,28618,36.201,1743,38.9747,28618,NC,-81.5173,1723
ELKIN,28621,36.3063,11206,72.31193,28621,NC,-80.836,10734
ELK PARK,28622,36.1861,3090,44.48886,28622,NC,-81.9468,3094
ENNICE,28623,36.5251,1693,29.99574,28623,NC,-80.969,1658
FERGUSON,28624,36.1234,1707,65.71876,28624,NC,-81.4178,1677
STATESVILLE,28625,35.8649,31423,196.60699,28625,NC,-80.888,30219
FLEETWOOD,28626,36.2888,1731,27.1129,28626,NC,-81.5044,1689
GLADE VALLEY,28627,36.4378,1414,34.97807,28627,NC,-81.0151,1380
GRANITE FALLS,28630,35.825,18444,61.44571,28630,NC,-81.4236,17676
GRASSY CREEK,28631,36.551,629,24.84997,28631,NC,-81.4239,631
HARMONY,28634,35.9716,5491,64.84496,28634,NC,-80.7558,5228
HAYS,28635,36.336,3717,62.84384,28635,NC,-81.1287,3577
HIDDENITE,28636,35.9468,4970,60.03364,28636,NC,-81.0641,4615
HILDEBRAN,28637,35.7186,1285,2.12169,28637,NC,-81.4177,1318
HUDSON,28638,35.8452,10147,20.41692,28638,NC,-81.4762,10444
JEFFERSON,28640,36.404,3949,35.31584,28640,NC,-81.4087,3925
JONESVILLE,28642,36.2206,5345,31.22506,28642,NC,-80.819,5267
LANSING,28643,36.5289,3359,74.59678,28643,NC,-81.5438,3428
LAUREL SPRINGS,28644,36.436,1687,79.58022,28644,NC,-81.2497,1666
LENOIR,28645,35.9748,46533,303.5467,28645,NC,-81.5383,46063
MC GRADY,28649,36.3244,1025,31.32998,28649,NC,-81.2083,1015
MAIDEN,28650,35.5752,10914,50.04332,28650,NC,-81.1498,10697
MILLERS CREEK,28651,36.2746,6492,86.39869,28651,NC,-81.2877,6350
MORAVIAN FALLS,28654,36.0618,3222,61.99488,28654,NC,-81.1446,3193
MORGANTON,28655,35.7513,57735,321.88327,28655,NC,-81.7392,57018
NEWLAND,28657,36.0245,10774,163.272,28657,NC,-81.9487,10637
NEWTON,28658,35.6361,24888,73.16762,28658,NC,-81.2406,24475
NORTH WILKESBORO,28659,36.1685,22136,100.55435,28659,NC,-81.079,21410
OLIN,28660,35.9674,1679,31.19304,28660,NC,-80.8569,1671
PINEY CREEK,28663,36.5451,672,23.13705,28663,NC,-81.2974,666
PURLEAR,28665,36.2099,2108,65.35569,28665,NC,-81.3728,2066
ROARING GAP,28668,36.385,124,2.75305,28668,NC,-81.0189,121
ROARING RIVER,28669,36.2257,2893,45.11388,28669,NC,-80.9978,2743
RONDA,28670,36.1928,3084,40.49957,28670,NC,-80.9229,2978
SCOTTVILLE,28672,36.4724,11,0.91285,28672,NC,-81.3176,11
SHERRILLS FORD,28673,35.6086,4441,28.82014,28673,NC,-80.9966,4312
SPARTA,28675,36.5143,5949,92.16976,28675,NC,-81.1319,5864
STATE ROAD,28676,36.3355,3106,28.57654,28676,NC,-80.8614,3305
STATESVILLE,28677,35.7378,33094,86.79364,28677,NC,-80.9214,32155
STONY POINT,28678,35.8374,4409,45.18107,28678,NC,-81.0597,4787
SUGAR GROVE,28679,36.2584,1503,20.96735,28679,NC,-81.8389,1438
TAYLORSVILLE,28681,35.9228,24461,171.67788,28681,NC,-81.2208,23388
TERRELL,28682,35.5809,641,5.73823,28682,NC,-80.961,625
THURMOND,28683,36.3869,1722,35.19713,28683,NC,-80.918,1678
TODD,28684,36.3315,1501,42.68487,28684,NC,-81.6143,1464
TRAPHILL,28685,36.3472,1893,46.33066,28685,NC,-81.0408,1856
UNION GROVE,28689,36.0452,1839,42.2267,28689,NC,-80.9223,1794
VALDESE,28690,35.7313,9455,24.27593,28690,NC,-81.5761,9420
VALLE CRUCIS,28691,36.227,0,0.53952,28691,NC,-81.904,0
VILAS,28692,36.2819,3763,40.74713,28692,NC,-81.7981,3660
WARRENSVILLE,28693,36.4634,1370,26.20889,28693,NC,-81.5587,1358
WEST JEFFERSON,28694,36.3582,7507,72.01042,28694,NC,-81.4711,7397
WILKESBORO,28697,36.132,11260,61.81149,28697,NC,-81.166,11693
ZIONVILLE,28698,36.3161,1940,15.82516,28698,NC,-81.7547,1914
ALEXANDER,28701,35.708,3668,19.95662,28701,NC,-82.6427,3563
ALMOND,28702,35.3846,676,38.64948,28702,NC,-83.6384,665
ARDEN,28704,35.4641,15043,37.34034,28704,NC,-82.5808,14728
BAKERSVILLE,28705,36.0532,7517,161.16252,28705,NC,-82.1968,7393
BALSAM GROVE,28708,35.2438,585,29.0373,28708,NC,-82.8819,566
BARNARDSVILLE,28709,35.7637,2303,52.51744,28709,NC,-82.4052,2245
BLACK MOUNTAIN,28711,35.6046,12753,90.37364,28711,NC,-82.3025,12591
BREVARD,28712,35.2088,16243,141.55233,28712,NC,-82.765,16130
BRYSON CITY,28713,35.4542,8888,386.26812,28713,NC,-83.5712,8700
BURNSVILLE,28714,35.8726,16028,250.33859,28714,NC,-82.3005,15734
CANDLER,28715,35.5156,20900,74.79967,28715,NC,-82.7158,20589
CANTON,28716,35.4367,16672,159.42275,28716,NC,-82.8613,16448
CASHIERS,28717,35.0747,1476,55.31665,28717,NC,-83.095,1416
CEDAR MOUNTAIN,28718,35.1448,203,3.55859,28718,NC,-82.6204,197
CHEROKEE,28719,35.6154,5598,267.12025,28719,NC,-83.2168,5415
CLYDE,28721,35.6614,8528,113.77023,28721,NC,-82.9486,8332
COLUMBUS,28722,35.2458,7910,79.79295,28722,NC,-82.1119,7685
CULLOWHEE,28723,35.268,8218,120.30082,28723,NC,-83.1212,8016
EAST FLAT ROCK,28726,35.2807,3229,2.74279,28726,NC,-82.4199,3153
ETOWAH,28729,35.3209,1922,3.77297,28729,NC,-82.6032,1719
FAIRVIEW,28730,35.5289,8530,45.37196,28730,NC,-82.3797,8300
FLAT ROCK,28731,35.271,7272,38.23735,28731,NC,-82.3837,6940
FLETCHER,28732,35.4438,11126,41.09686,28732,NC,-82.4772,11120
FONTANA DAM,28733,35.4308,167,13.96456,28733,NC,-83.8143,160
FRANKLIN,28734,35.1762,24877,340.29557,28734,NC,-83.4354,23916
GERTON,28735,35.4657,167,3.39145,28735,NC,-82.2881,161
GLENVILLE,28736,35.1789,486,20.48645,28736,NC,-83.0855,471
HENDERSONVILLE,28739,35.2678,19271,65.8464,28739,NC,-82.5419,18847
GREEN MOUNTAIN,28740,36.0111,1790,55.2898,28740,NC,-82.3129,1758
HIGHLANDS,28741,35.0636,2913,73.51792,28741,NC,-83.216,2915
HORSE SHOE,28742,35.3896,6138,64.66105,28742,NC,-82.6366,6110
HOT SPRINGS,28743,35.8179,3348,137.82337,28743,NC,-82.8517,3076
LAKE JUNALUSKA,28745,35.5253,465,0.91073,28745,NC,-82.9713,463
LAKE LURE,28746,35.4637,2291,62.6372,28746,NC,-82.1861,2121
LAKE TOXAWAY,28747,35.1476,2229,59.49147,28747,NC,-82.9159,2158
LEICESTER,28748,35.6522,10675,85.74152,28748,NC,-82.7538,9935
MAGGIE VALLEY,28751,35.5117,2847,37.68512,28751,NC,-83.1131,2754
MARION,28752,35.7116,29394,255.78084,28752,NC,-82.0363,29045
MARSHALL,28753,35.8787,9624,232.07165,28753,NC,-82.6871,9677
MARS HILL,28754,35.875,7107,87.99868,28754,NC,-82.508,6921
MILL SPRING,28756,35.337,4017,93.33983,28756,NC,-82.1694,3912
NEBO,28761,35.6944,6740,114.63756,28761,NC,-81.91,6580
OLD FORT,28762,35.6315,6963,103.89616,28762,NC,-82.1976,6831
OTTO,28763,35.0379,1709,39.97,28763,NC,-83.4092,1648
PENROSE,28766,35.2567,900,5.29505,28766,NC,-82.6223,867
PISGAH FOREST,28768,35.2812,6998,87.18598,28768,NC,-82.6815,6894
ROBBINSVILLE,28771,35.3413,7265,253.13479,28771,NC,-83.8603,7189
ROSMAN,28772,35.1097,2114,24.65631,28772,NC,-82.8502,2068
SALUDA,28773,35.2564,1904,34.38618,28773,NC,-82.3106,1931
SAPPHIRE,28774,35.0919,872,38.29098,28774,NC,-82.9995,842
SCALY MOUNTAIN,28775,35.0192,533,12.75368,28775,NC,-83.3211,521
SPRUCE PINE,28777,35.9018,9794,58.76909,28777,NC,-82.0727,9652
SWANNANOA,28778,35.6174,7987,28.77771,28778,NC,-82.4056,7873
SYLVA,28779,35.3595,14885,123.05482,28779,NC,-83.1966,14465
TOPTON,28781,35.2213,731,53.45992,28781,NC,-83.655,818
TRYON,28782,35.2159,4281,23.53583,28782,NC,-82.2348,4214
TUCKASEGEE,28783,35.2373,1578,84.77238,28783,NC,-83.0252,1512
WAYNESVILLE,28785,35.5926,6810,60.24885,28785,NC,-83.0169,6664
WAYNESVILLE,28786,35.4632,19464,74.46858,28786,NC,-82.9911,19353
WEAVERVILLE,28787,35.7252,17402,72.4379,28787,NC,-82.5235,17135
WHITTIER,28789,35.4312,5911,72.85282,28789,NC,-83.2794,5700
ZIRCONIA,28790,35.2012,2850,41.97003,28790,NC,-82.486,2784
HENDERSONVILLE,28791,35.3596,13269,17.24747,28791,NC,-82.5096,13141
HENDERSONVILLE,28792,35.3922,28604,106.07921,28792,NC,-82.3728,27518
ASHEVILLE,28801,35.5936,13370,5.20573,28801,NC,-82.5577,13357
ASHEVILLE,28803,35.5295,24616,39.34667,28803,NC,-82.5193,24207
ASHEVILLE,28804,35.6491,18646,29.34289,28804,NC,-82.5621,18569
ASHEVILLE,28805,35.6194,17489,30.78491,28805,NC,-82.4737,17258
ASHEVILLE,28806,35.5735,33959,38.65331,28806,NC,-82.6144,33888
ANDREWS,28901,35.2063,4962,65.78152,28901,NC,-83.8042,4887
BRASSTOWN,28902,35.0192,1017,19.49836,28902,NC,-83.9552,994
HAYESVILLE,28904,35.0623,7548,197.68372,28904,NC,-83.7294,7345
MARBLE,28905,35.1587,3342,50.10907,28905,NC,-83.9297,3277
MURPHY,28906,35.1183,16461,346.12387,28906,NC,-84.1335,15951
WARNE,28909,34.9999,632,8.47205,28909,NC,-83.903,617
ALCOLU,29001,33.7713,2433,90.98956,29001,SC,-80.1589,2472
BAMBERG,29003,33.2354,7319,158.62792,29003,SC,-80.9749,7310
BATESBURG,29006,33.911,11164,172.73486,29006,SC,-81.5515,10949
BETHUNE,29009,34.4387,2130,93.02774,29009,SC,-80.378,2112
BISHOPVILLE,29010,34.2142,14536,255.38769,29010,SC,-80.2695,14518
BLACKSTOCK,29014,34.5473,1826,132.26576,29014,SC,-81.1475,1617
BLAIR,29015,34.4403,1744,121.67573,29015,SC,-81.3383,1701
BLYTHEWOOD,29016,34.1992,13926,88.28942,29016,SC,-80.9939,10024
BOWMAN,29018,33.3451,4212,116.44138,29018,SC,-80.6512,4199
CAMDEN,29020,34.3125,21864,228.2401,29020,SC,-80.5977,21575
CAMERON,29030,33.611,4205,175.01657,29030,SC,-80.6571,4120
CARLISLE,29031,34.6032,1472,132.41367,29031,SC,-81.4242,1482
CASSATT,29032,34.3533,3887,67.34731,29032,SC,-80.4733,3700
CAYCE,29033,33.9568,11447,9.57065,29033,SC,-81.0588,11479
CHAPIN,29036,34.1471,12679,55.09721,29036,SC,-81.3326,12019
CHAPPELLS,29037,34.2234,670,50.83744,29037,SC,-81.8716,664
COPE,29038,33.3732,2705,80.20563,29038,SC,-80.9757,2635
CORDOVA,29039,33.4187,3953,24.90896,29039,SC,-80.9059,4057
DALZELL,29040,34.0261,6464,35.07596,29040,SC,-80.4575,6843
DENMARK,29042,33.3303,6344,72.05782,29042,SC,-81.1529,6404
EASTOVER,29044,33.9215,5804,149.64057,29044,SC,-80.6865,5814
ELGIN,29045,34.1868,14666,71.74066,29045,SC,-80.8173,13585
ELLIOTT,29046,34.1014,110,1.02238,29046,SC,-80.1556,112
ELLOREE,29047,33.5074,2217,34.41558,29047,SC,-80.5706,2221
EUTAWVILLE,29048,33.3759,4858,50.73066,29048,SC,-80.2988,4824
GABLE,29051,33.8601,2296,42.15817,29051,SC,-80.114,2292
GADSDEN,29052,33.8423,2264,21.22925,29052,SC,-80.7413,2247
GASTON,29053,33.8247,15507,63.75067,29053,SC,-81.1183,15091
GILBERT,29054,33.9322,7168,58.36975,29054,SC,-81.3779,7438
GREAT FALLS,29055,34.5385,4862,52.57679,29055,SC,-80.9317,4787
GREELEYVILLE,29056,33.6015,2591,98.86991,29056,SC,-79.9878,2622
HEATH SPRINGS,29058,34.5483,4597,164.55839,29058,SC,-80.7525,4593
HOLLY HILL,29059,33.3279,6157,109.9801,29059,SC,-80.4179,6182
HOPKINS,29061,33.878,12924,136.1226,29061,SC,-80.8512,13286
IRMO,29063,34.141,24673,40.99521,29063,SC,-81.2033,24056
JENKINSVILLE,29065,34.2758,835,37.29691,29065,SC,-81.2871,733
KERSHAW,29067,34.5467,10295,204.05303,29067,SC,-80.5339,10173
LAMAR,29069,34.1763,4694,62.7092,29069,SC,-80.0802,4709
LEESVILLE,29070,33.8803,11944,131.58302,29070,SC,-81.432,11407
LEXINGTON,29072,33.9883,32398,69.29558,29072,SC,-81.2678,31016
LEXINGTON,29073,33.8927,31100,80.34624,29073,SC,-81.2378,29971
LITTLE MOUNTAIN,29075,34.2008,2529,42.65407,29075,SC,-81.3774,2767
LUGOFF,29078,34.1922,12591,119.07928,29078,SC,-80.7043,12476
LYNCHBURG,29080,34.006,3884,120.31463,29080,SC,-80.0784,3808
EHRHARDT,29081,33.1112,1503,72.01316,29081,SC,-81.0228,1511
LODGE,29082,32.9947,1998,88.96118,29082,SC,-80.9636,1074
MC BEE,29101,34.4903,3010,149.67994,29101,SC,-80.2473,2967
MANNING,29102,33.6399,16246,229.58682,29102,SC,-80.187,15774
MAYESVILLE,29104,33.9987,2149,69.06382,29104,SC,-80.2126,2270
MONETTA,29105,33.789,1292,26.82703,29105,SC,-81.582,1273
NEESES,29107,33.5249,2995,78.22897,29107,SC,-81.1175,2976
NEWBERRY,29108,34.2977,19830,193.24381,29108,SC,-81.6248,19612
NEW ZION,29111,33.78,1196,45.72012,29111,SC,-80.0165,1189
NORTH,29112,33.6261,4676,108.75472,29112,SC,-81.092,4626
NORWAY,29113,33.4325,1654,46.2235,29113,SC,-81.1263,1713
OLANTA,29114,33.9596,2155,35.62039,29114,SC,-79.9368,2171
ORANGEBURG,29115,33.4726,29819,129.76781,29115,SC,-80.8429,29509
ORANGEBURG,29117,33.4985,2416,0.30799,29117,SC,-80.8489,2437
ORANGEBURG,29118,33.5656,14547,73.43159,29118,SC,-80.8895,14367
PELION,29123,33.7647,5863,65.8669,29123,SC,-81.2573,5661
PINEWOOD,29125,33.7201,3564,107.05032,29125,SC,-80.46,4264
POMARIA,29126,34.32,2445,84.14599,29126,SC,-81.4224,2448
PROSPERITY,29127,34.1767,6836,93.46791,29127,SC,-81.5153,6780
REMBERT,29128,34.0887,7145,146.94142,29128,SC,-80.5209,6845
RIDGE SPRING,29129,33.8252,3871,102.07439,29129,SC,-81.6613,3817
RIDGEWAY,29130,34.3264,6519,157.38673,29130,SC,-80.893,5746
ROWESVILLE,29133,33.374,599,26.26043,29133,SC,-80.8061,683
SAINT MATTHEWS,29135,33.712,11705,214.68346,29135,SC,-80.8743,11416
SALLEY,29137,33.5919,2912,100.35291,29137,SC,-81.3325,2885
SALUDA,29138,34.0423,11364,277.84769,29138,SC,-81.7942,11287
SANTEE,29142,33.4568,4579,54.74357,29142,SC,-80.5282,4604
SILVERSTREET,29145,34.2229,1011,44.35129,29145,SC,-81.7669,1009
SPRINGFIELD,29146,33.5029,1813,50.86852,29146,SC,-81.2775,1799
SUMMERTON,29148,33.5801,6412,118.7587,29148,SC,-80.3605,5933
SUMTER,29150,33.8714,38037,43.19498,29150,SC,-80.351,38259
SHAW A F B,29152,33.9757,6157,5.69099,29152,SC,-80.4678,6244
SUMTER,29153,33.9527,14425,137.46185,29153,SC,-80.3065,14271
SUMTER,29154,33.8753,24015,73.58648,29154,SC,-80.432,24108
SWANSEA,29160,33.7335,5592,77.33399,29160,SC,-81.0886,5413
TIMMONSVILLE,29161,34.1045,11555,135.88187,29161,SC,-79.9398,11690
TURBEVILLE,29162,33.8784,2678,40.74138,29162,SC,-79.9907,2624
VANCE,29163,33.4177,2141,29.08422,29163,SC,-80.4421,2126
WAGENER,29164,33.6588,4299,107.77666,29164,SC,-81.4262,4230
WARD,29166,33.8866,1115,34.90531,29166,SC,-81.7395,1086
WEDGEFIELD,29168,33.8611,3959,107.9922,29168,SC,-80.5524,3521
WEST COLUMBIA,29169,33.9971,21142,12.07796,29169,SC,-81.0976,21190
WEST COLUMBIA,29170,33.9387,18770,24.78484,29170,SC,-81.1456,18209
WEST COLUMBIA,29172,33.9065,9268,26.49573,29172,SC,-81.0728,9229
WESTVILLE,29175,34.4336,469,10.198,29175,SC,-80.6015,457
WHITMIRE,29178,34.468,3510,117.35425,29178,SC,-81.5663,3662
WINNSBORO,29180,34.3769,13860,312.50181,29180,SC,-81.102,14377
COLUMBIA,29201,33.986,15829,11.76269,29201,SC,-81.0289,15800
COLUMBIA,29203,34.1047,42650,65.26198,29203,SC,-81.0472,42682
COLUMBIA,29204,34.0291,21937,6.44431,29204,SC,-80.9999,22020
COLUMBIA,29205,33.9899,25428,6.51108,29205,SC,-80.9969,25416
COLUMBIA,29206,34.028,26888,8.8818,29206,SC,-80.9584,20982
COLUMBIA,29207,34.0112,0,2.75029,29207,SC,-80.9432,5848
COLUMBIA,29208,33.9984,746,0.03995,29208,SC,-81.028,747
COLUMBIA,29209,33.9512,29596,35.17316,29209,SC,-80.9454,28701
COLUMBIA,29210,34.0429,35295,16.00909,29210,SC,-81.1097,34920
COLUMBIA,29212,34.0802,32760,22.16927,29212,SC,-81.1684,31983
COLUMBIA,29223,34.0563,45584,100.81105,29223,SC,-80.8447,44312
COLUMBIA,29229,34.1383,15124,14.10023,29229,SC,-80.8894,18448
SPARTANBURG,29301,34.9346,29558,30.2281,29301,SC,-82.0148,29150
SPARTANBURG,29302,34.8935,17158,50.13403,29302,SC,-81.8423,17387
SPARTANBURG,29303,34.9932,25424,33.22636,29303,SC,-81.9725,25194
SPARTANBURG,29306,34.8987,16014,17.72351,29306,SC,-81.9205,15966
SPARTANBURG,29307,34.9833,20228,44.52115,29307,SC,-81.8329,19595
SPARTANBURG,29316,35.0406,14247,21.27138,29316,SC,-81.9746,14379
BUFFALO,29321,34.7238,2535,29.5389,29321,SC,-81.7338,2525
CAMPOBELLO,29322,35.1214,7704,61.15028,29322,SC,-82.135,7544
CHESNEE,29323,35.129,15244,76.29087,29323,SC,-81.9096,13802
CLINTON,29325,34.4937,15900,158.40115,29325,SC,-81.8245,15858
COWPENS,29330,35.0538,8332,38.58855,29330,SC,-81.8045,8624
CROSS HILL,29332,34.2612,1878,24.35242,29332,SC,-81.9731,1794
DUNCAN,29334,34.9051,8010,21.45672,29334,SC,-82.1245,7917
ENOREE,29335,34.6678,5278,75.38049,29335,SC,-81.8832,5114
GAFFNEY,29340,34.9831,21488,163.82066,29340,SC,-81.5938,21284
GAFFNEY,29341,35.1182,17281,92.06062,29341,SC,-81.7107,16844
INMAN,29349,35.0705,23820,78.54648,29349,SC,-82.0687,23852
JOANNA,29351,34.3931,2436,45.70722,29351,SC,-81.828,2438
JONESVILLE,29353,34.8297,4387,100.29425,29353,SC,-81.6546,4273
KINARDS,29355,34.3574,398,52.48899,29355,SC,-81.7585,398
LANDRUM,29356,35.1416,7936,72.10678,29356,SC,-82.2539,7829
LAURENS,29360,34.5001,24397,194.93565,29360,SC,-82.0502,23832
LYMAN,29365,34.9839,7623,19.0907,29365,SC,-82.1701,7273
MOORE,29369,34.8642,11033,27.72824,29369,SC,-82.024,10618
MOUNTVILLE,29370,34.3496,1562,56.49655,29370,SC,-81.961,1521
PACOLET,29372,34.9093,5251,43.82862,29372,SC,-81.7076,5206
PAULINE,29374,34.7882,3385,50.77574,29374,SC,-81.8531,3356
ROEBUCK,29376,34.8223,5949,37.9319,29376,SC,-81.9528,5706
UNION,29379,34.6752,20482,274.87203,29379,SC,-81.6184,20812
WATERLOO,29384,34.3408,4494,55.97389,29384,SC,-82.0759,4381
WELLFORD,29385,34.9717,6444,17.92932,29385,SC,-82.1001,6540
WOODRUFF,29388,34.7658,12930,92.48916,29388,SC,-82.0402,13067
CHARLESTON,29401,32.7786,10106,1.80403,29401,SC,-79.9375,10115
CHARLESTON,29403,32.7994,23502,4.93372,29403,SC,-79.9472,23635
CHARLESTON AFB,29404,32.8979,4346,4.91444,29404,SC,-80.0532,4384
NORTH CHARLESTON,29405,32.8504,30962,19.47045,29405,SC,-79.977,31228
CHARLESTON,29406,32.9283,36810,22.35939,29406,SC,-80.0203,36640
CHARLESTON,29407,32.7995,36164,18.21525,29407,SC,-79.9981,36499
CHARLESTON,29412,32.7085,34049,49.49427,29412,SC,-79.9507,33871
CHARLESTON,29414,32.8614,23893,43.09611,29414,SC,-80.1187,23668
NORTH CHARLESTON,29418,32.8891,21678,13.35493,29418,SC,-80.064,21624
NORTH CHARLESTON,29420,32.9348,15865,12.04474,29420,SC,-80.1001,15414
ADAMS RUN,29426,32.7829,1775,67.69142,29426,SC,-80.3719,1812
AWENDAW,29429,32.9494,2484,97.37729,29429,SC,-79.676,2415
BONNEAU,29431,33.2789,5781,72.57195,29431,SC,-79.869,5259
BRANCHVILLE,29432,33.2572,2785,105.99118,29432,SC,-80.7892,2713
CORDESVILLE,29434,33.1191,513,42.91531,29434,SC,-79.879,513
COTTAGEVILLE,29435,32.9359,5036,116.56734,29435,SC,-80.4801,4356
CROSS,29436,33.3005,4612,84.04395,29436,SC,-80.2075,4488
DORCHESTER,29437,33.137,2166,88.00532,29437,SC,-80.4203,2260
EDISTO ISLAND,29438,32.5718,2385,88.00677,29438,SC,-80.3185,2301
GEORGETOWN,29440,33.3966,29663,619.24852,29440,SC,-79.3302,29576
GOOSE CREEK,29445,32.9967,49450,69.21425,29445,SC,-79.9881,48714
GREEN POND,29446,32.6536,1681,253.96665,29446,SC,-80.5123,1645
HARLEYVILLE,29448,33.2467,2450,54.16283,29448,SC,-80.451,2303
HOLLYWOOD,29449,32.7002,7408,82.36441,29449,SC,-80.2817,7338
HUGER,29450,33.0333,2961,105.69918,29450,SC,-79.7969,2872
ISLE OF PALMS,29451,32.8163,4635,6.62569,29451,SC,-79.7412,4584
JAMESTOWN,29453,33.194,1676,220.18569,29453,SC,-79.6697,1654
JOHNS ISLAND,29455,32.7045,14009,126.81763,29455,SC,-80.0909,13693
LADSON,29456,32.9814,16753,19.60291,29456,SC,-80.1164,16533
MC CLELLANVILLE,29458,33.1025,3193,170.09602,29458,SC,-79.4743,3158
MONCKS CORNER,29461,33.1553,24932,154.6269,29461,SC,-80.0052,23599
MOUNT PLEASANT,29464,32.8215,39980,31.83795,29464,SC,-79.8577,39614
MOUNT PLEASANT,29466,32.8758,14146,34.40721,29466,SC,-79.7929,12860
PINEVILLE,29468,33.4168,2185,38.59298,29468,SC,-80.0778,2097
PINOPOLIS,29469,33.234,0,27.81078,29469,SC,-80.1232,937
RAVENEL,29470,32.8164,4107,79.09634,29470,SC,-80.2456,4061
REEVESVILLE,29471,33.1951,1341,31.24711,29471,SC,-80.6622,1288
RIDGEVILLE,29472,33.0447,8797,186.69273,29472,SC,-80.3194,9003
ROUND O,29474,32.9518,550,15.57004,29474,SC,-80.5523,555
RUFFIN,29475,32.9838,201,66.16877,29475,SC,-80.8296,1952
SAINT GEORGE,29477,33.1652,7143,120.07164,29477,SC,-80.575,7018
SAINT STEPHEN,29479,33.4039,7403,135.61912,29479,SC,-79.9325,7306
SMOAKS,29481,33.1147,2011,58.63437,29481,SC,-80.801,1581
SULLIVANS ISLAND,29482,32.7657,1946,1.98852,29482,SC,-79.8375,1881
SUMMERVILLE,29483,33.0688,49314,109.55272,29483,SC,-80.1932,48109
SUMMERVILLE,29485,32.9508,30786,38.48434,29485,SC,-80.1998,29844
WADMALAW ISLAND,29487,32.6569,2600,50.49313,29487,SC,-80.1845,2611
WALTERBORO,29488,32.8903,26609,384.94399,29488,SC,-80.6936,23808
CHARLESTON,29492,32.917,2146,58.53996,29492,SC,-79.8941,2066
FLORENCE,29501,34.2038,38675,52.98522,29501,SC,-79.8277,38257
FLORENCE,29505,34.1222,18984,48.67201,29505,SC,-79.6914,18713
FLORENCE,29506,34.2063,21336,124.15336,29506,SC,-79.6429,21447
ANDREWS,29510,33.4414,9191,199.21062,29510,SC,-79.6154,8816
AYNOR,29511,33.9757,4629,57.04403,29511,SC,-79.1074,4397
BENNETTSVILLE,29512,34.6294,19255,209.35794,29512,SC,-79.7076,19289
BLENHEIM,29516,34.4281,701,95.84368,29516,SC,-79.6414,650
CADES,29518,33.7874,1622,58.72035,29518,SC,-79.7942,1643
CHERAW,29520,34.6412,14316,165.16731,29520,SC,-79.9158,14160
CLIO,29525,34.5549,2024,56.65561,29525,SC,-79.543,2036
CONWAY,29526,33.8744,31510,171.37683,29526,SC,-78.9706,30181
CONWAY,29527,33.7838,18868,158.46258,29527,SC,-79.1479,18271
COWARD,29530,34.0012,2360,31.81006,29530,SC,-79.752,2352
DARLINGTON,29532,34.2811,20154,114.4753,29532,SC,-79.8536,20035
DILLON,29536,34.4203,17133,125.10287,29536,SC,-79.3728,17126
DARLINGTON,29540,34.3801,5817,87.7124,29540,SC,-79.872,5732
EFFINGHAM,29541,34.0688,8122,70.95508,29541,SC,-79.7496,8274
FORK,29543,34.288,714,21.73778,29543,SC,-79.2603,720
GALIVANTS FERRY,29544,34.0004,4528,121.312,29544,SC,-79.2115,4455
GREEN SEA,29545,34.1653,1355,35.8181,29545,SC,-78.9688,1316
GRESHAM,29546,33.8615,2349,113.59314,29546,SC,-79.326,2548
HAMER,29547,34.4897,3047,40.70406,29547,SC,-79.3375,2940
HARTSVILLE,29550,34.3942,31801,212.99386,29550,SC,-80.0772,31498
HEMINGWAY,29554,33.6989,9187,189.57304,29554,SC,-79.3673,9202
JOHNSONVILLE,29555,33.842,6322,92.10724,29555,SC,-79.4712,6307
KINGSTREE,29556,33.7044,16591,250.54279,29556,SC,-79.7556,16656
LAKE CITY,29560,33.8617,13177,110.72366,29560,SC,-79.7607,13402
LAKE VIEW,29563,34.3579,2685,36.81911,29563,SC,-79.21,2580
LANE,29564,33.4621,1654,109.99056,29564,SC,-79.8351,1650
LATTA,29565,34.3574,6059,130.07616,29565,SC,-79.502,6194
LITTLE RIVER,29566,33.8846,12026,32.19043,29566,SC,-78.6572,11445
LITTLE ROCK,29567,34.5593,427,19.34069,29567,SC,-79.4308,443
LONGS,29568,33.8824,8570,111.58981,29568,SC,-78.7676,7826
LORIS,29569,34.036,14324,170.96152,29569,SC,-78.9045,13918
MC COLL,29570,34.671,4151,49.90584,29570,SC,-79.5616,4239
MARION,29571,34.1277,19325,268.44337,29571,SC,-79.4233,18569
MYRTLE BEACH,29572,33.7674,8371,9.39068,29572,SC,-78.7944,8045
MULLINS,29574,34.1752,12015,87.57448,29574,SC,-79.2611,12522
MYRTLE BEACH,29575,33.63,17097,13.10524,29575,SC,-78.9768,16500
MURRELLS INLET,29576,33.5668,16028,29.99992,29576,SC,-79.0511,15364
